date,oi,pm_l,pm_s,sw_l,sw_s,sw_sp,mm_l,mm_s,mm_sp,or_l,or_s,or_sp,nr_l,nr_s,comm_long,comm_short,comm_net,nc_long,nc_short,nc_spread,nc_net,nonrept_net
2025-02-04,837198,42601,106115,20557,292350,82365,255030,24804,92445,109995,30066,178477,55728,30577,145523,480830,-335307,365025,54870,270922,310155,25151
2025-02-11,867510,47091,107410,17519,275330,87647,243406,27839,98010,107635,29570,209577,56624,32126,152257,470387,-318130,351041,57409,307587,293632,24498
2025-02-18,871137,49662,107835,14673,257934,90592,231765,29803,99463,102479,29665,224077,58427,31769,154927,456361,-301434,334244,59468,323540,274776,26658
2025-02-25,773047,45397,102642,12126,250130,70262,223455,29098,90604,101475,28391,174012,55716,27909,127785,423034,-295249,324930,57489,264616,267441,27807
2025-03-04,756299,46409,101781,13606,235639,61601,217056,34492,84944,94913,28476,181269,56502,28097,121616,399021,-277405,311969,62968,266213,249001,28405
2025-03-11,779270,46027,100100,15787,233650,79424,215627,33476,91442,88014,28132,182784,60166,30262,141238,413174,-271936,303641,61608,274226,242033,29904
2025-03-18,870033,49690,110597,13557,247074,97523,235409,35252,95187,99932,31522,218222,60512,34657,160770,455194,-294424,335341,66774,313409,268567,25855
2025-03-25,826602,40273,99558,12968,240461,101610,226705,34018,80693,98019,32121,206127,60208,32015,154851,441629,-286778,324724,66139,286820,258585,28193
2025-04-01,851437,37094,98240,22891,238585,76067,216348,39795,105695,107985,33656,226634,58723,32764,136052,412892,-276840,324333,73451,332329,250882,25959
2025-04-08,775736,36258,87524,28610,212762,71321,181033,42568,83686,87983,23347,228888,57957,25640,136189,371607,-235418,269016,65915,312574,203101,32317
2025-04-15,884929,42205,94214,25389,219649,88058,175224,38305,105714,107713,28231,281415,59210,29341,155652,401921,-246269,282937,66536,387129,216401,29869
2025-04-22,978932,50079,96879,32291,206614,110060,164436,38714,126228,99300,29753,334826,61713,35858,192430,413553,-221123,263736,68467,461054,195269,25855
2025-04-29,862598,48794,94399,30798,194924,97618,155256,39391,100390,94082,28069,277226,58434,30582,177210,386941,-209731,249338,67460,377616,181878,27852
2025-05-06,902795,50707,96858,32240,197063,96299,147550,35243,112714,96225,27418,305372,61688,31829,179246,390220,-210974,243775,62661,418086,181114,29859
2025-05-13,832416,48157,91008,31054,194787,94519,148255,37381,83132,91004,25858,277088,59207,28643,173730,380314,-206584,239259,63239,360220,176020,30564
2025-05-20,861067,52029,91574,30898,204582,97209,153263,34648,93443,83854,22530,288992,61379,28090,180136,393365,-213229,237117,57178,382435,179939,33289
2025-05-27,716227,35919,80772,35761,201669,79731,152034,34797,78559,81432,21607,189895,62895,29197,151411,362172,-210761,233466,56404,268454,177062,33698
2025-06-03,710687,35176,81008,34845,214173,67995,165087,34579,68862,81894,20969,198229,58600,24872,138016,363176,-225160,246981,55548,267091,191433,33728
2025-06-10,697081,33826,80779,33948,213316,66271,164315,34464,65286,80692,20361,192313,60431,24291,134045,360366,-226321,245007,54825,257599,190182,36140
2025-06-17,742394,32237,81725,35799,226229,74431,171604,34978,74179,85936,21920,204226,63982,24707,142467,382385,-239918,257540,56898,278405,200642,39275
2025-06-24,698970,32926,77483,36975,218646,72674,167386,36902,61469,79481,21417,185737,62321,24641,142575,368803,-226228,246867,58319,247206,188548,37680
2025-07-01,668770,33294,75275,35966,223695,66571,171053,34356,59590,77320,20658,164152,60825,24473,135831,365541,-229710,248373,55014,223742,193359,36352
2025-07-08,666313,34080,74042,35138,226538,68109,169820,34978,54953,79372,20575,161304,63535,25813,137327,368689,-231362,249192,55553,216257,193639,37722
2025-07-15,678633,35828,75144,33639,237786,73937,178263,34607,42615,80111,20011,170275,63965,24258,143404,386867,-243463,258374,54618,212890,203756,39707
2025-07-22,758541,34908,78168,31501,263760,85161,204514,33646,52445,99542,25130,188311,62160,31920,151570,427089,-275519,304056,58776,240756,245280,30240
2025-07-29,648414,30756,73609,37473,248678,70987,178435,35589,38470,94497,20156,137777,60017,23147,139216,393274,-254058,272932,55745,176247,217187,36870
2025-08-05,670740,43003,70271,33758,270179,62450,192973,31162,40049,90523,22117,149032,58951,25479,139211,402900,-263689,283496,53279,189081,230217,33472
2025-08-12,663454,29947,62852,34558,257703,63117,188136,33910,46600,90336,24019,150248,60512,25005,127622,383672,-256050,278472,57929,196848,220543,35507
2025-08-19,644005,29419,62667,39063,247177,61120,177561,35803,46073,84394,24282,143797,62579,23087,129602,370964,-241362,261955,60085,189870,201870,39492
2025-08-26,633282,26811,65235,45071,253944,56407,181374,33252,47858,87568,25959,125028,63164,25598,128289,375586,-247297,268942,59211,172886,209731,37566
2025-09-02,764782,28990,79594,44281,262565,71613,201796,32934,66078,109162,33592,177130,65732,41276,144884,413772,-268888,310958,66526,243208,244432,24456
2025-09-09,817108,32104,89800,42806,252008,81361,199305,32888,72564,116634,27700,203744,68589,57043,156271,423169,-266898,315939,60588,276308,255351,11546
2025-09-16,835822,36076,93158,41644,276835,88152,193240,32757,77732,119733,24138,208708,70536,34343,165872,458145,-292273,312973,56895,286440,256078,36193
2025-09-23,898447,38666,95508,42028,276247,97855,192350,33734,89092,127422,26778,242301,68734,36933,178549,469610,-291061,319772,60512,331393,259260,31801
2025-09-30,821734,33682,91085,35213,261193,82515,184795,35484,72011,124635,25865,222053,66832,31529,151410,434793,-283383,309430,61349,294064,248081,35303
2025-10-07,849176,37539,93545,38158,239963,96571,169883,35956,73569,117544,26269,248707,67205,34597,172268,430079,-257811,287427,62225,322276,225202,32608
2025-10-14,915454,43554,95437,43375,221665,113187,147322,37745,83506,113800,25646,300064,70645,38204,200116,430289,-230173,261122,63391,383570,197731,32441
2025-10-21,926098,43534,91792,48839,200925,130571,127031,34897,85192,101537,27470,321132,68262,34119,222944,423288,-200344,228568,62367,406324,166201,34143
2025-10-28,808428,36208,85226,45476,213208,103253,136137,30502,67054,102121,24879,254671,63508,29635,184937,401687,-216750,238258,55381,321725,182877,33873
2025-11-04,792984,33119,83466,44303,207606,107452,129572,28016,61852,99903,22454,253838,62946,28301,184874,398524,-213650,229475,50470,315690,179005,34645
2025-11-10,837169,35349,84235,39988,211642,115914,131646,27816,61039,101895,23406,284890,66448,28227,191251,411791,-220540,233541,51222,345929,182319,38221
2025-11-18,846779,35053,83844,41985,209889,126947,126346,29661,61493,108042,24229,282796,64119,27921,203985,420680,-216695,234388,53890,344289,180498,36198
2025-11-25,669455,21859,67668,38271,222105,81972,135364,27388,49252,103952,20333,177532,61255,23205,142102,371745,-229643,239316,47721,226784,191595,38050
2025-12-02,664896,23116,70852,33008,228929,65564,139154,19346,51510,107488,22880,181069,63986,24746,121688,365345,-243657,246642,42226,232579,204416,39240
2025-12-09,683904,23795,71556,33752,235693,68545,143756,19119,55213,108450,24083,187108,63285,22587,126092,375794,-249702,252206,43202,242321,209004,40698
2025-12-16,761051,30471,73418,30817,249158,81720,153882,19752,65197,110724,26129,220292,67949,25385,143008,404296,-261288,264606,45881,285489,218725,42564
2025-12-23,770129,29878,81477,28804,255112,77410,159903,22362,73300,115777,21462,212037,73020,26971,136092,413999,-277907,275680,43824,285337,231856,46049
2025-12-30,743107,24825,78966,35980,248780,79830,148128,21255,72639,111312,18686,198984,71408,23967,140635,407576,-266941,259440,39941,271623,219499,47441
2026-01-06,772291,26579,76739,35585,245778,84762,144914,20658,83678,110524,21037,215870,70379,23769,146926,407279,-260353,255438,41695,299548,213743,46610
2026-01-13,844000,28651,79694,28594,256753,106283,156773,20225,85732,114107,20192,246764,77096,28357,163528,442730,-279202,270880,40417,332496,230463,48739
2026-01-20,871555,37938,79584,24748,254047,113574,159752,20590,95486,105788,21023,260452,73817,26799,176260,447205,-270945,265540,41613,355938,223927,47018
2026-01-27,793753,32910,75605,29369,237445,106148,141822,20401,84867,107086,22072,219549,72002,27667,168427,419198,-250771,248908,42473,304416,206435,44335
2026-02-03,732325,32768,59019,36124,215835,99986,117210,23772,71367,87982,20232,220148,66741,21967,168878,374840,-205962,205192,44004,291515,161188,44774
2026-02-10,726156,36132,56042,39502,214435,96309,116157,23119,69568,84199,21790,222597,61693,22297,171943,366786,-194843,200356,44909,292165,155447,39396
2026-02-17,723906,33201,55706,38787,209605,99037,120314,24257,68135,82297,23764,222009,60126,21393,171025,364348,-193323,202611,48021,290144,154590,38733
2026-02-24,699768,31242,56176,36227,217431,91774,122385,22448,64512,85492,23241,191697,76440,32489,159243,365381,-206138,207877,45689,256209,162188,43951
2026-03-03,699876,31774,57801,36064,213848,94611,124006,23151,65180,84985,25948,199315,63943,20022,162449,366260,-203811,208991,49099,264495,159892,43921
2026-03-10,709862,32604,57865,35185,217292,97584,126132,23896,67547,84507,21066,204932,61371,19682,165373,372741,-207368,210639,44962,272479,165677,41689
2026-03-17,681393,31376,55168,34200,214065,92934,131237,25317,64516,80090,22659,187377,59665,19357,158510,362167,-203657,211327,47976,251893,163351,40308
2026-03-24,692212,26461,52249,34278,207906,96701,119740,26965,66717,87729,19170,202545,58041,19960,157440,356856,-199416,207469,46135,269262,161334,38081
2026-03-31,558977,18868,41838,31124,208288,58734,120536,26664,56102,84095,17271,132134,57385,17947,108726,308860,-200134,204631,43935,188236,160696,39438
2026-04-07,550487,19841,41800,30676,201182,57215,122382,30269,52834,80088,18333,131433,56019,17421,107732,300197,-192465,202470,48602,184267,153868,38598
2026-04-14,565169,22048,43817,28767,207687,56205,128638,29788,53881,79525,17257,138108,57997,18427,107020,307709,-200689,208163,47045,191989,161118,39570
2026-04-21,556894,20428,44124,28656,206203,57610,125908,30410,50634,82215,17516,132244,59200,18152,106694,307937,-201243,208123,47926,182878,160197,41048
2026-04-28,521553,18837,42448,29369,195935,56084,124282,32708,48499,80277,18347,109074,55131,18457,104290,294467,-190177,204559,51055,157573,153504,36674
2026-05-05,526987,18823,41173,28715,200373,56977,124667,29003,51135,78820,17983,112266,55585,18078,104515,298523,-194008,203487,46986,163401,156501,37507
2026-05-12,545067,17711,41434,26951,208803,61913,129070,28443,51258,83197,18650,118947,56019,15618,106575,312150,-205575,212267,47093,170205,165174,40401
2026-05-19,543416,20605,40621,30528,192418,70319,124058,29670,53021,74299,20028,117589,52996,19750,121452,303358,-181906,198357,49698,170610,148659,33246
2026-05-26,455126,15824,38531,29746,189568,60647,124534,27603,29884,72463,19734,70147,51882,19012,106217,288746,-182529,196997,47337,100031,149660,32870
2026-06-02,434790,13947,37076,27867,207242,45106,129260,17919,22553,72918,12842,74416,48724,17636,86920,289424,-202504,202178,30761,96969,171417,31088
2026-06-09,459311,14034,36172,28819,200371,56268,125798,22138,24494,75112,12868,85667,49118,21332,99121,292811,-193690,200910,35006,110161,165904,27786
2026-06-16,479355,17066,35714,29056,213010,52642,128528,15610,26125,75636,14169,100767,49535,21318,98764,301366,-202602,204164,29779,126892,174385,28217
2026-06-23,497446,19800,31157,28059,214572,60715,130663,17653,28736,77615,17741,106508,45350,20365,108574,306444,-197870,208278,35394,135244,172884,24985
2026-06-30,500141,19032,34569,27207,221936,52787,133471,16654,30227,86746,21353,96111,54561,26505,99026,309292,-210266,220217,38007,126338,182210,28056
