signal,seg,h,n,ep,mean,med,hit,base_mean,base_hit,edge,p_shift,mae
comm_long|pct26>=0.15,ALL,26,28,6.0,0.12541389225931324,0.1447695936082236,0.8928571428571429,0.09718082370740687,0.7635782747603834,0.028233068551906368,0.3414,-0.027728981950502638
comm_long|pct26>=0.15,2023+,4,24,4.0,0.021515730211962986,0.011402620794734974,0.625,0.01849698735368388,0.6424581005586593,0.0030187428582791054,0.2964,-0.009335991024566984
comm_long|pct26>=0.15,2023+,8,24,4.0,0.03650312854985959,0.018322412706840874,0.7083333333333334,0.04127644240856628,0.68,-0.00477331385870669,0.4118,-0.011113214800487816
comm_long|pct26>=0.15,2023+,13,24,4.0,0.08089272050246037,0.04251861766398923,0.9166666666666666,0.07129724925888474,0.8058823529411765,0.009595471243575626,0.241,-0.011886421125617047
comm_long|pct26>=0.15,2023+,26,24,4.0,0.16392915956936227,0.1693338855186176,1.0,0.16260157757521554,0.9235668789808917,0.0013275819941467315,0.2864,-0.013117765814803645
comm_long|pct26>=0.15,2020-22,4,4,2.0,-0.007760926701473991,-0.016248100608867444,0.25,0.00588844866049347,0.5448717948717948,-0.013649375361967461,0.7414,-0.02043534965519969
comm_long|pct26>=0.15,2020-22,8,4,2.0,-0.04520971477234348,-0.054299236018839736,0.0,0.010290132803350205,0.532051282051282,-0.055499847575693685,0.9506,-0.05426177422983272
comm_long|pct26>=0.15,2020-22,13,4,2.0,-0.034357612096674345,-0.049540449224180605,0.25,0.0175371595730731,0.5384615384615384,-0.051894771669747444,0.8956,-0.0631663288887622
comm_long|pct26>=0.15,2020-22,26,4,2.0,-0.10567771160098094,-0.13155953826285444,0.25,0.03134070603275328,0.6025641025641025,-0.13701841763373424,0.9950728803120509,-0.1153962787646966
comm_net|z4>=2.0,ALL,4,5,4.0,0.017530087527389514,0.015064256879374849,0.8,0.01262554843983999,0.5970149253731343,0.004904539087549524,0.3918,-0.009243091278883276
